Published date,Positive_Count,Negative_Count,Neutral_Count,Total,Positive_Percentage,Negative_Percentage,Neutral_Percentage
2022-10-20,3,2,4,9,33.33333333,22.22222222,44.44444444
2022-10-21,2,3,5,10,20,30,50
2022-10-22,1,1,7,9,11.11111111,11.11111111,77.77777778
2022-10-23,4,3,3,10,40,30,30
2022-10-24,0,6,3,9,0,66.66666667,33.33333333
2022-10-25,3,2,5,10,30,20,50
2022-10-26,1,1,7,9,11.11111111,11.11111111,77.77777778
2022-10-27,2,1,7,10,20,10,70
2022-10-28,1,4,4,9,11.11111111,44.44444444,44.44444444
2022-10-29,2,2,3,7,28.57142857,28.57142857,42.85714286
2022-10-30,2,2,3,7,28.57142857,28.57142857,42.85714286
2022-10-31,3,1,6,10,30,10,60
2022-11-01,2,0,8,10,20,0,80
2022-11-02,4,0,6,10,40,0,60
2022-11-03,3,3,4,10,30,30,40
2022-11-04,5,1,3,9,55.55555556,11.11111111,33.33333333
2022-11-05,1,2,4,7,14.28571429,28.57142857,57.14285714
2022-11-06,3,0,6,9,33.33333333,0,66.66666667
2022-11-07,2,3,4,9,22.22222222,33.33333333,44.44444444
2022-11-08,1,3,6,10,10,30,60
2022-11-09,1,4,5,10,10,40,50
2022-11-10,2,2,5,9,22.22222222,22.22222222,55.55555556
2022-11-11,2,3,4,9,22.22222222,33.33333333,44.44444444
2022-11-12,1,5,3,9,11.11111111,55.55555556,33.33333333
2022-11-13,0,5,4,9,0,55.55555556,44.44444444
2022-11-14,1,2,6,9,11.11111111,22.22222222,66.66666667
2022-11-15,1,2,6,9,11.11111111,22.22222222,66.66666667
2022-11-16,4,1,4,9,44.44444444,11.11111111,44.44444444
2022-11-17,5,2,2,9,55.55555556,22.22222222,22.22222222
2022-11-18,3,2,5,10,30,20,50
2022-11-19,1,4,2,7,14.28571429,57.14285714,28.57142857
2022-11-20,1,4,4,9,11.11111111,44.44444444,44.44444444
2022-11-21,0,3,7,10,0,30,70
2022-11-22,1,5,3,9,11.11111111,55.55555556,33.33333333
2022-11-23,1,4,4,9,11.11111111,44.44444444,44.44444444
2022-11-24,2,1,6,9,22.22222222,11.11111111,66.66666667
2022-11-25,0,2,5,7,0,28.57142857,71.42857143
2022-11-26,3,0,6,9,33.33333333,0,66.66666667
2022-11-27,1,3,1,5,20,60,20
2022-11-28,1,3,6,10,10,30,60
2022-11-29,1,4,4,9,11.11111111,44.44444444,44.44444444
2022-11-30,3,4,3,10,30,40,30
2022-12-01,3,3,3,9,33.33333333,33.33333333,33.33333333
2022-12-02,1,4,4,9,11.11111111,44.44444444,44.44444444
2022-12-03,1,1,7,9,11.11111111,11.11111111,77.77777778
2022-12-04,3,1,6,10,30,10,60
2022-12-05,4,1,5,10,40,10,50
2022-12-06,3,1,2,6,50,16.66666667,33.33333333
2022-12-07,3,1,4,8,37.5,12.5,50
2022-12-08,0,5,5,10,0,50,50
2022-12-09,1,1,5,7,14.28571429,14.28571429,71.42857143
2022-12-10,4,4,1,9,44.44444444,44.44444444,11.11111111
2022-12-11,6,2,2,10,60,20,20
2022-12-12,1,1,6,8,12.5,12.5,75
2022-12-13,2,1,6,9,22.22222222,11.11111111,66.66666667
2022-12-14,4,2,4,10,40,20,40
2022-12-15,3,2,5,10,30,20,50
2022-12-16,0,6,4,10,0,60,40
2022-12-17,3,2,4,9,33.33333333,22.22222222,44.44444444
2022-12-18,4,3,3,10,40,30,30
2022-12-19,3,2,2,7,42.85714286,28.57142857,28.57142857
2022-12-20,4,0,6,10,40,0,60
2022-12-21,4,0,5,9,44.44444444,0,55.55555556
2022-12-22,3,4,2,9,33.33333333,44.44444444,22.22222222
2022-12-23,2,2,6,10,20,20,60
2022-12-24,1,3,5,9,11.11111111,33.33333333,55.55555556
2022-12-25,5,1,3,9,55.55555556,11.11111111,33.33333333
2022-12-26,7,0,3,10,70,0,30
2022-12-27,3,4,3,10,30,40,30
2022-12-28,2,1,7,10,20,10,70
2022-12-29,4,5,1,10,40,50,10
2022-12-30,3,1,4,8,37.5,12.5,50
2022-12-31,3,2,5,10,30,20,50
2023-01-01,1,2,6,9,11.11111111,22.22222222,66.66666667
2023-01-02,4,1,4,9,44.44444444,11.11111111,44.44444444
2023-01-03,4,3,3,10,40,30,30
2023-01-04,2,0,8,10,20,0,80
2023-01-05,0,1,7,8,0,12.5,87.5
2023-01-06,5,2,2,9,55.55555556,22.22222222,22.22222222
2023-01-07,1,3,2,6,16.66666667,50,33.33333333
2023-01-08,3,2,4,9,33.33333333,22.22222222,44.44444444
2023-01-09,2,1,6,9,22.22222222,11.11111111,66.66666667
2023-01-10,4,0,3,7,57.14285714,0,42.85714286
2023-01-11,3,0,7,10,30,0,70
2023-01-12,3,2,4,9,33.33333333,22.22222222,44.44444444
2023-01-13,3,3,3,9,33.33333333,33.33333333,33.33333333
2023-01-14,4,1,3,8,50,12.5,37.5
2023-01-15,1,2,7,10,10,20,70
2023-01-16,4,2,2,8,50,25,25
2023-01-17,1,3,6,10,10,30,60
2023-01-18,5,1,4,10,50,10,40
2023-01-19,1,2,6,9,11.11111111,22.22222222,66.66666667
2023-01-20,5,2,3,10,50,20,30
2023-01-21,2,2,6,10,20,20,60
2023-01-22,4,3,2,9,44.44444444,33.33333333,22.22222222
2023-01-23,4,0,4,8,50,0,50
2023-01-24,0,4,4,8,0,50,50
2023-01-25,3,3,4,10,30,30,40
2023-01-26,2,3,4,9,22.22222222,33.33333333,44.44444444
2023-01-27,3,2,4,9,33.33333333,22.22222222,44.44444444
2023-01-28,2,2,5,9,22.22222222,22.22222222,55.55555556
2023-01-29,4,0,6,10,40,0,60
2023-01-30,2,2,5,9,22.22222222,22.22222222,55.55555556
2023-01-31,1,2,6,9,11.11111111,22.22222222,66.66666667
2023-02-01,5,0,5,10,50,0,50
2023-02-02,5,2,3,10,50,20,30
2023-02-03,3,0,5,8,37.5,0,62.5
2023-02-04,1,2,7,10,10,20,70
2023-02-05,4,2,3,9,44.44444444,22.22222222,33.33333333
2023-02-06,2,2,5,9,22.22222222,22.22222222,55.55555556
2023-02-07,3,2,4,9,33.33333333,22.22222222,44.44444444
2023-02-08,4,1,3,8,50,12.5,37.5
2023-02-09,3,3,4,10,30,30,40
2023-02-10,3,2,4,9,33.33333333,22.22222222,44.44444444
2023-02-11,3,3,1,7,42.85714286,42.85714286,14.28571429
2023-02-12,4,4,0,8,50,50,0
2023-02-13,1,6,3,10,10,60,30
2023-02-14,0,4,5,9,0,44.44444444,55.55555556
2023-02-15,5,0,4,9,55.55555556,0,44.44444444
2023-02-16,4,1,4,9,44.44444444,11.11111111,44.44444444
2023-02-17,2,1,5,8,25,12.5,62.5
2023-02-18,4,0,5,9,44.44444444,0,55.55555556
2023-02-19,2,2,6,10,20,20,60
2023-02-20,4,4,2,10,40,40,20
2023-02-21,4,0,4,8,50,0,50
2023-02-22,1,2,5,8,12.5,25,62.5
2023-02-23,5,2,3,10,50,20,30
2023-02-24,3,1,6,10,30,10,60
2023-12-11,0,0,4,4,0,0,100
2023-12-12,0,0,1,1,0,0,100
2023-12-13,2,2,1,5,40,40,20
2023-12-14,1,1,0,2,50,50,0
2023-12-15,2,0,0,2,100,0,0
2023-12-17,1,0,1,2,50,0,50
2023-12-19,2,0,0,2,100,0,0
2023-12-20,2,0,1,3,66.66666667,0,33.33333333
2023-12-21,2,0,0,2,100,0,0
2023-12-24,1,0,0,1,100,0,0
2023-12-25,1,0,1,2,50,0,50
2023-12-26,0,0,2,2,0,0,100
2023-12-27,1,2,0,3,33.33333333,66.66666667,0
2023-12-28,1,0,3,4,25,0,75
2023-12-29,1,0,1,2,50,0,50
2023-12-30,2,0,1,3,66.66666667,0,33.33333333
2023-12-31,2,0,1,3,66.66666667,0,33.33333333
2024-01-02,2,1,1,4,50,25,25
2024-01-03,6,1,2,9,66.66666667,11.11111111,22.22222222
2024-01-04,0,2,2,4,0,50,50
2024-01-05,0,0,2,2,0,0,100
2024-01-06,4,1,1,6,66.66666667,16.66666667,16.66666667
2024-01-08,1,1,1,3,33.33333333,33.33333333,33.33333333
2024-01-09,1,4,4,9,11.11111111,44.44444444,44.44444444
2024-01-10,7,6,10,23,30.43478261,26.08695652,43.47826087
2024-01-11,10,6,5,21,47.61904762,28.57142857,23.80952381
2024-01-12,5,4,6,15,33.33333333,26.66666667,40
2024-01-13,4,2,1,7,57.14285714,28.57142857,14.28571429
2024-01-14,0,1,1,2,0,50,50
2024-01-15,2,1,0,3,66.66666667,33.33333333,0
2024-01-16,2,0,3,5,40,0,60
2024-01-18,1,1,2,4,25,25,50
2024-01-19,3,1,6,10,30,10,60
2024-01-20,0,0,2,2,0,0,100
2024-01-21,4,1,0,5,80,20,0
2024-01-22,1,2,3,6,16.66666667,33.33333333,50
2024-01-23,0,0,3,3,0,0,100
2024-01-24,3,0,5,8,37.5,0,62.5
2024-01-25,0,0,4,4,0,0,100
2024-01-26,2,0,2,4,50,0,50
2024-01-27,0,0,1,1,0,0,100
2024-01-28,1,0,0,1,100,0,0
2024-01-29,1,3,1,5,20,60,20
2024-01-30,2,2,1,5,40,40,20
2024-01-31,3,1,2,6,50,16.66666667,33.33333333
2024-02-01,3,2,3,8,37.5,25,37.5
2024-02-02,2,2,3,7,28.57142857,28.57142857,42.85714286
2024-02-03,1,3,1,5,20,60,20
2024-02-04,1,3,2,6,16.66666667,50,33.33333333
2024-02-05,4,2,6,12,33.33333333,16.66666667,50
2024-02-06,2,5,5,12,16.66666667,41.66666667,41.66666667
2024-02-07,3,2,0,5,60,40,0
2024-02-08,0,1,0,1,0,100,0
2024-02-09,2,3,2,7,28.57142857,42.85714286,28.57142857
2024-02-10,0,1,2,3,0,33.33333333,66.66666667
2024-02-11,2,1,1,4,50,25,25
2024-02-12,2,1,4,7,28.57142857,14.28571429,57.14285714
2024-02-13,3,4,3,10,30,40,30
2024-02-14,1,0,3,4,25,0,75
2024-02-15,0,0,1,1,0,0,100
2024-02-17,1,0,1,2,50,0,50
2024-02-18,0,0,1,1,0,0,100
2024-02-19,4,0,0,4,100,0,0
2024-02-20,0,2,1,3,0,66.66666667,33.33333333
2024-02-21,3,1,1,5,60,20,20
2024-02-22,1,0,1,2,50,0,50
2024-02-23,0,1,5,6,0,16.66666667,83.33333333
2024-02-26,0,0,3,3,0,0,100
2024-02-27,4,0,4,8,50,0,50
2024-02-28,6,2,7,15,40,13.33333333,46.66666667
2024-02-29,5,2,5,12,41.66666667,16.66666667,41.66666667
2024-03-01,1,0,1,2,50,0,50
2024-03-02,0,0,1,1,0,0,100
2024-03-04,6,1,6,13,46.15384615,7.692307692,46.15384615
2024-03-05,7,5,12,24,29.16666667,20.83333333,50
2024-03-06,5,7,11,23,21.73913043,30.43478261,47.82608696
2024-03-07,3,0,1,4,75,0,25
2024-03-08,2,0,2,4,50,0,50
2024-03-09,5,0,3,8,62.5,0,37.5
2024-03-10,1,1,1,3,33.33333333,33.33333333,33.33333333
2024-03-11,7,7,9,23,30.43478261,30.43478261,39.13043478
2024-03-12,14,3,6,23,60.86956522,13.04347826,26.08695652
2024-03-13,1,1,0,2,50,50,0
2024-03-14,2,1,6,9,22.22222222,11.11111111,66.66666667
2024-03-15,1,4,5,10,10,40,50
2024-03-16,4,4,2,10,40,40,20
2024-03-17,0,0,1,1,0,0,100
2024-03-18,1,0,2,3,33.33333333,0,66.66666667
2024-03-19,1,1,2,4,25,25,50
2024-03-20,7,1,3,11,63.63636364,9.090909091,27.27272727
2024-03-21,2,3,6,11,18.18181818,27.27272727,54.54545455
2024-03-22,1,1,2,4,25,25,50
2024-03-23,2,1,3,6,33.33333333,16.66666667,50
2024-03-24,0,1,0,1,0,100,0
2024-03-25,1,1,5,7,14.28571429,14.28571429,71.42857143
2024-03-26,1,3,1,5,20,60,20
2024-03-27,6,1,2,9,66.66666667,11.11111111,22.22222222
2024-03-28,4,10,5,19,21.05263158,52.63157895,26.31578947
2024-03-29,1,9,1,11,9.090909091,81.81818182,9.090909091
2024-03-30,1,2,1,4,25,50,25
2024-03-31,2,0,1,3,66.66666667,0,33.33333333
2024-04-01,1,0,1,2,50,0,50
2024-04-02,0,0,1,1,0,0,100
2024-04-03,1,1,1,3,33.33333333,33.33333333,33.33333333
2024-04-04,1,0,2,3,33.33333333,0,66.66666667
2024-04-05,1,1,0,2,50,50,0
2024-04-06,0,0,2,2,0,0,100
2024-04-08,4,1,3,8,50,12.5,37.5
2024-04-09,0,1,2,3,0,33.33333333,66.66666667
2024-04-10,1,0,1,2,50,0,50
2024-04-11,0,1,1,2,0,50,50
2024-04-12,2,3,4,9,22.22222222,33.33333333,44.44444444
2024-04-13,3,2,1,6,50,33.33333333,16.66666667
2024-04-15,2,3,2,7,28.57142857,42.85714286,28.57142857
2024-04-16,2,0,0,2,100,0,0
2024-04-17,1,0,4,5,20,0,80
2024-04-18,0,0,2,2,0,0,100
2024-04-19,6,0,6,12,50,0,50
2024-04-20,0,0,1,1,0,0,100
2024-04-21,0,1,1,2,0,50,50
2024-04-22,2,0,1,3,66.66666667,0,33.33333333
2024-04-23,1,0,0,1,100,0,0
2024-04-24,2,0,0,2,100,0,0
2024-04-25,0,2,3,5,0,40,60
2024-04-26,0,0,3,3,0,0,100
2024-04-27,0,1,0,1,0,100,0
2024-04-28,1,0,0,1,100,0,0
2024-04-29,2,2,4,8,25,25,50
2024-04-30,1,2,4,7,14.28571429,28.57142857,57.14285714
2024-05-01,2,3,2,7,28.57142857,42.85714286,28.57142857
2024-05-02,1,0,2,3,33.33333333,0,66.66666667
2024-05-03,0,0,2,2,0,0,100
2024-05-05,1,0,0,1,100,0,0
2024-05-06,1,0,2,3,33.33333333,0,66.66666667
2024-05-07,1,1,1,3,33.33333333,33.33333333,33.33333333
2024-05-08,4,5,2,11,36.36363636,45.45454545,18.18181818
2024-05-09,1,5,5,11,9.090909091,45.45454545,45.45454545
2024-05-10,0,0,3,3,0,0,100
2024-05-11,1,0,2,3,33.33333333,0,66.66666667
2024-05-13,0,1,1,2,0,50,50
2024-05-14,0,0,1,1,0,0,100
2024-05-15,0,0,2,2,0,0,100
2024-05-16,2,0,0,2,100,0,0
2024-05-20,1,0,2,3,33.33333333,0,66.66666667
2024-05-21,3,2,4,9,33.33333333,22.22222222,44.44444444
2024-05-22,2,0,1,3,66.66666667,0,33.33333333
2024-05-23,1,1,1,3,33.33333333,33.33333333,33.33333333
2024-05-24,2,5,1,8,25,62.5,12.5
2024-05-25,0,3,2,5,0,60,40
2024-05-26,0,2,1,3,0,66.66666667,33.33333333
2024-05-27,0,0,1,1,0,0,100
2024-05-28,2,1,0,3,66.66666667,33.33333333,0
2024-05-29,3,2,0,5,60,40,0
2024-05-30,0,2,0,2,0,100,0
2024-06-02,1,0,1,2,50,0,50
2024-06-03,1,0,1,2,50,0,50
2024-06-04,0,1,0,1,0,100,0
2024-06-05,2,0,0,2,100,0,0
2024-06-06,1,0,0,1,100,0,0
2024-06-07,1,0,0,1,100,0,0
